|dates|Crane_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Crane_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Crane_Texas_UnitedStates.Male_Total_Population.data|Crane_Texas_UnitedStates.Male_Total_Population.missing|Crane_Texas_UnitedStates.Female_Total_Population.data|Crane_Texas_UnitedStates.Female_Total_Population.missing|Crane_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Crane_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-12|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-13|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-14|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-15|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-16|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-17|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-18|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-19|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-20|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-21|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-22|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-23|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-24|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-25|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-26|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-27|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-28|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-29|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-11-30|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-01|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-02|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-03|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-04|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-05|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-06|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-07|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-08|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-09|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-10|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-11|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-12|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-13|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-14|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-15|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-16|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-17|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-18|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-19|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-20|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-21|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-22|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-23|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-24|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-25|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-26|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-27|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-28|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-29|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-30|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2021-12-31|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-01|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-02|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-03|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-04|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-05|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-06|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-07|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-08|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-09|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-10|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-11|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-12|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-13|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-14|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-15|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-16|572.0|0|2415.0|0|2379.0|0|1409.0|0
0|2022-01-17|572.0|0|2415.0|0|2379.0|0|1409.0|0
