|dates|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedCases.missing|St.Charles_Missouri_UnitedStates.NYT_ConfirmedCases.data|St.Charles_Missouri_UnitedStates.NYT_ConfirmedCases.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|St.Charles_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|58799.0|0|64542.0|0|570.0|0|0.0|100
0|2021-11-27|58799.0|0|64542.0|0|570.0|0|0.0|100
0|2021-11-28|58799.0|0|64542.0|0|570.0|0|0.0|100
0|2021-11-29|59278.0|0|64866.0|0|570.0|0|0.0|100
0|2021-11-30|59405.0|0|65075.0|0|576.0|0|0.0|100
0|2021-12-01|59612.0|0|65309.0|0|576.0|0|0.0|100
0|2021-12-02|59812.0|0|65521.0|0|729.0|0|0.0|100
0|2021-12-03|59812.0|0|65725.0|0|729.0|0|0.0|100
0|2021-12-04|60147.0|0|65749.0|0|729.0|0|0.0|100
0|2021-12-05|60183.0|0|65749.0|0|729.0|0|0.0|100
0|2021-12-06|60488.0|0|66183.0|0|729.0|0|0.0|100
0|2021-12-07|60625.0|0|66396.0|0|729.0|0|0.0|100
0|2021-12-08|60902.0|0|66615.0|0|729.0|0|0.0|100
0|2021-12-09|61095.0|0|66811.0|0|729.0|0|0.0|100
0|2021-12-10|61346.0|0|67105.0|0|729.0|0|0.0|100
0|2021-12-11|61526.0|0|67107.0|0|729.0|0|0.0|100
0|2021-12-12|61714.0|0|67107.0|0|729.0|0|0.0|100
0|2021-12-13|61832.0|0|67575.0|0|729.0|0|0.0|100
0|2021-12-14|61832.0|0|67817.0|0|729.0|0|0.0|100
0|2021-12-15|62221.0|0|68052.0|0|732.0|0|0.0|100
0|2021-12-16|62482.0|0|68263.0|0|732.0|0|0.0|100
0|2021-12-17|62648.0|0|68551.0|0|732.0|0|0.0|100
0|2021-12-18|62948.0|0|68551.0|0|732.0|0|0.0|100
0|2021-12-19|63134.0|0|68551.0|0|732.0|0|0.0|100
0|2021-12-20|63249.0|0|69059.0|0|732.0|0|0.0|100
0|2021-12-21|63447.0|0|69358.0|0|737.0|0|0.0|100
0|2021-12-22|63739.0|0|69689.0|0|741.0|0|0.0|100
0|2021-12-23|64230.0|0|69693.0|0|741.0|0|0.0|100
0|2021-12-24|64231.0|0|69693.0|0|741.0|0|0.0|100
0|2021-12-25|64231.0|0|69693.0|0|741.0|0|0.0|100
0|2021-12-26|64231.0|0|69693.0|0|741.0|0|0.0|100
0|2021-12-27|65077.0|0|70864.0|0|741.0|0|0.0|100
0|2021-12-28|65417.0|0|71547.0|0|748.0|0|0.0|100
0|2021-12-29|66006.0|0|72250.0|0|748.0|0|0.0|100
0|2021-12-30|66608.0|0|72302.0|0|748.0|0|0.0|100
0|2021-12-31|66608.0|0|73141.0|0|748.0|0|0.0|100
0|2022-01-01|66608.0|0|73141.0|0|748.0|0|0.0|100
0|2022-01-02|66608.0|0|73141.0|0|748.0|0|0.0|100
0|2022-01-03|66608.0|0|75496.0|0|748.0|0|0.0|100
0|2022-01-04|69771.0|0|75646.0|0|760.0|0|0.0|100
0|2022-01-05|70809.0|0|77648.0|0|760.0|0|0.0|100
0|2022-01-06|72142.0|0|79316.0|0|760.0|0|0.0|100
0|2022-01-07|73386.0|0|80340.0|0|760.0|0|0.0|100
0|2022-01-08|74762.0|0|80357.0|0|760.0|0|0.0|100
0|2022-01-09|75184.0|0|80357.0|0|760.0|0|0.0|100
0|2022-01-10|75992.0|0|82784.0|0|760.0|0|0.0|100
0|2022-01-11|77172.0|0|83889.0|0|764.0|0|0.0|100
0|2022-01-12|78380.0|0|85411.0|0|764.0|0|0.0|100
0|2022-01-13|78380.0|0|86715.0|0|764.0|0|0.0|100
0|2022-01-14|80333.0|0|87575.0|0|764.0|0|0.0|100
0|2022-01-15|81901.0|0|87630.0|0|764.0|0|0.0|100
0|2022-01-16|81904.0|0|87630.0|0|764.0|0|0.0|100
0|2022-01-17|81904.0|0|0.0|100|764.0|0|0.0|100
