|dates|Brown_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brown_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brown_Illinois_UnitedStates.Male_Total_Population.data|Brown_Illinois_UnitedStates.Male_Total_Population.missing|Brown_Illinois_UnitedStates.Female_Total_Population.data|Brown_Illinois_UnitedStates.Female_Total_Population.missing|Brown_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Brown_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-13|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-14|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-15|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-16|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-17|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-18|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-19|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-20|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-21|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-22|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-23|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-24|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-25|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-26|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-27|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-28|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-29|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-30|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2021-12-31|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-01|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-02|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-03|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-04|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-05|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-06|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-07|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-08|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-09|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-10|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-11|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-12|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-13|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-14|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-15|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-16|913.0|0|4245.0|0|2311.0|0|1041.0|0
0|2022-01-17|913.0|0|4245.0|0|2311.0|0|1041.0|0
