|dates|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-02|84143.0|0|84171.0|0|1431.0|0|0.0|100
0|2022-01-03|85567.0|0|85595.0|0|1431.0|0|0.0|100
0|2022-01-04|87028.0|0|87056.0|0|1438.0|0|0.0|100
0|2022-01-05|88172.0|0|88200.0|0|1441.0|0|0.0|100
0|2022-01-06|89483.0|0|89511.0|0|1448.0|0|0.0|100
0|2022-01-07|90715.0|0|90743.0|0|1463.0|0|0.0|100
0|2022-01-08|91809.0|0|91837.0|0|1469.0|0|0.0|100
0|2022-01-09|93675.0|0|93703.0|0|1471.0|0|0.0|100
0|2022-01-10|94716.0|0|94744.0|0|1473.0|0|0.0|100
0|2022-01-11|95391.0|0|95419.0|0|1482.0|0|0.0|100
0|2022-01-12|96349.0|0|96377.0|0|1492.0|0|0.0|100
0|2022-01-13|96349.0|0|97462.0|0|1492.0|0|0.0|100
0|2022-01-14|98610.0|0|98638.0|0|1504.0|0|0.0|100
0|2022-01-15|99655.0|0|99683.0|0|1512.0|0|0.0|100
0|2022-01-16|100573.0|0|100601.0|0|1517.0|0|0.0|100
0|2022-01-17|101412.0|0|0.0|100|1518.0|0|0.0|100
