|dates|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Sullivan_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Sullivan_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Sullivan_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|621.0|0|621.0|0|24.0|0|0.0|100
0|2021-11-16|623.0|0|623.0|0|24.0|0|0.0|100
0|2021-11-17|628.0|0|628.0|0|24.0|0|0.0|100
0|2021-11-18|629.0|0|629.0|0|24.0|0|0.0|100
0|2021-11-19|632.0|0|632.0|0|24.0|0|0.0|100
0|2021-11-20|637.0|0|637.0|0|24.0|0|0.0|100
0|2021-11-21|639.0|0|639.0|0|24.0|0|0.0|100
0|2021-11-22|640.0|0|640.0|0|24.0|0|0.0|100
0|2021-11-23|642.0|0|642.0|0|24.0|0|0.0|100
0|2021-11-24|646.0|0|646.0|0|24.0|0|0.0|100
0|2021-11-25|647.0|0|647.0|0|24.0|0|0.0|100
0|2021-11-26|651.0|0|651.0|0|24.0|0|0.0|100
0|2021-11-27|652.0|0|652.0|0|24.0|0|0.0|100
0|2021-11-28|653.0|0|653.0|0|24.0|0|0.0|100
0|2021-11-29|654.0|0|654.0|0|24.0|0|0.0|100
0|2021-11-30|654.0|0|654.0|0|24.0|0|0.0|100
0|2021-12-01|656.0|0|656.0|0|24.0|0|0.0|100
0|2021-12-02|665.0|0|665.0|0|24.0|0|0.0|100
0|2021-12-03|671.0|0|671.0|0|24.0|0|0.0|100
0|2021-12-04|671.0|0|681.0|0|24.0|0|0.0|100
0|2021-12-05|687.0|0|687.0|0|24.0|0|0.0|100
0|2021-12-06|687.0|0|687.0|0|24.0|0|0.0|100
0|2021-12-07|691.0|0|691.0|0|24.0|0|0.0|100
0|2021-12-08|701.0|0|701.0|0|24.0|0|0.0|100
0|2021-12-09|706.0|0|706.0|0|24.0|0|0.0|100
0|2021-12-10|717.0|0|717.0|0|24.0|0|0.0|100
0|2021-12-11|731.0|0|731.0|0|24.0|0|0.0|100
0|2021-12-12|733.0|0|733.0|0|24.0|0|0.0|100
0|2021-12-13|734.0|0|734.0|0|24.0|0|0.0|100
0|2021-12-14|734.0|0|742.0|0|24.0|0|0.0|100
0|2021-12-15|747.0|0|747.0|0|26.0|0|0.0|100
0|2021-12-16|751.0|0|751.0|0|26.0|0|0.0|100
0|2021-12-17|755.0|0|755.0|0|27.0|0|0.0|100
0|2021-12-18|760.0|0|760.0|0|27.0|0|0.0|100
0|2021-12-19|763.0|0|763.0|0|27.0|0|0.0|100
0|2021-12-20|765.0|0|765.0|0|27.0|0|0.0|100
0|2021-12-21|768.0|0|768.0|0|27.0|0|0.0|100
0|2021-12-22|770.0|0|770.0|0|28.0|0|0.0|100
0|2021-12-23|776.0|0|776.0|0|28.0|0|0.0|100
0|2021-12-24|779.0|0|779.0|0|28.0|0|0.0|100
0|2021-12-25|780.0|0|780.0|0|28.0|0|0.0|100
0|2021-12-26|782.0|0|782.0|0|28.0|0|0.0|100
0|2021-12-27|785.0|0|785.0|0|28.0|0|0.0|100
0|2021-12-28|786.0|0|786.0|0|28.0|0|0.0|100
0|2021-12-29|790.0|0|790.0|0|28.0|0|0.0|100
0|2021-12-30|796.0|0|796.0|0|28.0|0|0.0|100
0|2021-12-31|797.0|0|797.0|0|28.0|0|0.0|100
0|2022-01-01|803.0|0|803.0|0|28.0|0|0.0|100
0|2022-01-02|807.0|0|807.0|0|28.0|0|0.0|100
0|2022-01-03|810.0|0|810.0|0|28.0|0|0.0|100
0|2022-01-04|815.0|0|815.0|0|30.0|0|0.0|100
0|2022-01-05|821.0|0|821.0|0|31.0|0|0.0|100
0|2022-01-06|827.0|0|827.0|0|31.0|0|0.0|100
0|2022-01-07|836.0|0|836.0|0|32.0|0|0.0|100
0|2022-01-08|840.0|0|840.0|0|32.0|0|0.0|100
0|2022-01-09|847.0|0|847.0|0|32.0|0|0.0|100
0|2022-01-10|852.0|0|852.0|0|32.0|0|0.0|100
0|2022-01-11|857.0|0|857.0|0|32.0|0|0.0|100
0|2022-01-12|868.0|0|868.0|0|32.0|0|0.0|100
0|2022-01-13|868.0|0|873.0|0|32.0|0|0.0|100
0|2022-01-14|894.0|0|894.0|0|32.0|0|0.0|100
0|2022-01-15|899.0|0|899.0|0|32.0|0|0.0|100
0|2022-01-16|921.0|0|921.0|0|32.0|0|0.0|100
0|2022-01-17|922.0|0|0.0|100|32.0|0|0.0|100
