|dates|Hardin_Illinois_UnitedStates.JHU_ConfirmedCases.data|Hardin_Illinois_UnitedStates.JHU_ConfirmedCases.missing|Hardin_Illinois_UnitedStates.NYT_ConfirmedCases.data|Hardin_Illinois_UnitedStates.NYT_ConfirmedCases.missing|Hardin_Illinois_UnitedStates.JHU_ConfirmedDeaths.data|Hardin_Illinois_UnitedStates.JHU_ConfirmedDeaths.missing|Hardin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.data|Hardin_Illinois_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|656.0|0|656.0|0|16.0|0|0.0|100
0|2021-11-26|656.0|0|656.0|0|16.0|0|0.0|100
0|2021-11-27|656.0|0|656.0|0|16.0|0|0.0|100
0|2021-11-28|656.0|0|656.0|0|16.0|0|0.0|100
0|2021-11-29|664.0|0|664.0|0|16.0|0|0.0|100
0|2021-11-30|669.0|0|669.0|0|16.0|0|0.0|100
0|2021-12-01|671.0|0|671.0|0|16.0|0|0.0|100
0|2021-12-02|676.0|0|676.0|0|16.0|0|0.0|100
0|2021-12-03|677.0|0|677.0|0|16.0|0|0.0|100
0|2021-12-04|677.0|0|677.0|0|16.0|0|0.0|100
0|2021-12-05|677.0|0|677.0|0|16.0|0|0.0|100
0|2021-12-06|684.0|0|684.0|0|16.0|0|0.0|100
0|2021-12-07|689.0|0|689.0|0|16.0|0|0.0|100
0|2021-12-08|692.0|0|692.0|0|16.0|0|0.0|100
0|2021-12-09|693.0|0|693.0|0|16.0|0|0.0|100
0|2021-12-10|698.0|0|698.0|0|16.0|0|0.0|100
0|2021-12-11|698.0|0|698.0|0|16.0|0|0.0|100
0|2021-12-12|698.0|0|698.0|0|16.0|0|0.0|100
0|2021-12-13|705.0|0|705.0|0|16.0|0|0.0|100
0|2021-12-14|705.0|0|711.0|0|16.0|0|0.0|100
0|2021-12-15|715.0|0|715.0|0|16.0|0|0.0|100
0|2021-12-16|721.0|0|721.0|0|16.0|0|0.0|100
0|2021-12-17|724.0|0|724.0|0|16.0|0|0.0|100
0|2021-12-18|724.0|0|724.0|0|16.0|0|0.0|100
0|2021-12-19|724.0|0|724.0|0|16.0|0|0.0|100
0|2021-12-20|727.0|0|727.0|0|16.0|0|0.0|100
0|2021-12-21|738.0|0|738.0|0|16.0|0|0.0|100
0|2021-12-22|742.0|0|742.0|0|16.0|0|0.0|100
0|2021-12-23|746.0|0|746.0|0|16.0|0|0.0|100
0|2021-12-24|746.0|0|746.0|0|16.0|0|0.0|100
0|2021-12-25|746.0|0|746.0|0|16.0|0|0.0|100
0|2021-12-26|746.0|0|746.0|0|16.0|0|0.0|100
0|2021-12-27|754.0|0|754.0|0|16.0|0|0.0|100
0|2021-12-28|757.0|0|757.0|0|16.0|0|0.0|100
0|2021-12-29|758.0|0|758.0|0|16.0|0|0.0|100
0|2021-12-30|758.0|0|758.0|0|16.0|0|0.0|100
0|2021-12-31|758.0|0|758.0|0|16.0|0|0.0|100
0|2022-01-01|758.0|0|758.0|0|16.0|0|0.0|100
0|2022-01-02|758.0|0|758.0|0|16.0|0|0.0|100
0|2022-01-03|766.0|0|766.0|0|16.0|0|0.0|100
0|2022-01-04|778.0|0|778.0|0|17.0|0|0.0|100
0|2022-01-05|790.0|0|790.0|0|17.0|0|0.0|100
0|2022-01-06|796.0|0|796.0|0|17.0|0|0.0|100
0|2022-01-07|803.0|0|803.0|0|17.0|0|0.0|100
0|2022-01-08|803.0|0|803.0|0|17.0|0|0.0|100
0|2022-01-09|803.0|0|803.0|0|17.0|0|0.0|100
0|2022-01-10|815.0|0|815.0|0|17.0|0|0.0|100
0|2022-01-11|823.0|0|823.0|0|17.0|0|0.0|100
0|2022-01-12|835.0|0|835.0|0|18.0|0|0.0|100
0|2022-01-13|835.0|0|844.0|0|18.0|0|0.0|100
0|2022-01-14|853.0|0|853.0|0|18.0|0|0.0|100
0|2022-01-15|853.0|0|853.0|0|18.0|0|0.0|100
0|2022-01-16|853.0|0|853.0|0|18.0|0|0.0|100
0|2022-01-17|853.0|0|0.0|100|18.0|0|0.0|100
