|dates|Warrick_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Warrick_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Warrick_Indiana_UnitedStates.Male_Total_Population.data|Warrick_Indiana_UnitedStates.Male_Total_Population.missing|Warrick_Indiana_UnitedStates.Female_Total_Population.data|Warrick_Indiana_UnitedStates.Female_Total_Population.missing|Warrick_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Warrick_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-03|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-04|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-05|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-06|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-07|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-08|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-09|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-10|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-11|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-12|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-13|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-14|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-15|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-16|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-17|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-18|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-19|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-20|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-21|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-22|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-23|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-24|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-25|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-26|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-27|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-28|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-29|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-30|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2021-12-31|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-01|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-02|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-03|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-04|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-05|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-06|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-07|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-08|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-09|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-10|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-11|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-12|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-13|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-14|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-15|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-16|10947.0|0|30670.0|0|31897.0|0|14921.0|0
0|2022-01-17|10947.0|0|30670.0|0|31897.0|0|14921.0|0
