|dates|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.data|Noble_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Noble_Indiana_UnitedStates.NYT_ConfirmedCases.data|Noble_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Noble_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Noble_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|9725.0|0|9730.0|0|126.0|0|0.0|100
0|2021-12-14|9725.0|0|9756.0|0|126.0|0|0.0|100
0|2021-12-15|9790.0|0|9795.0|0|127.0|0|0.0|100
0|2021-12-16|9813.0|0|9818.0|0|128.0|0|0.0|100
0|2021-12-17|9849.0|0|9854.0|0|128.0|0|0.0|100
0|2021-12-18|9849.0|0|9854.0|0|128.0|0|0.0|100
0|2021-12-19|9849.0|0|9854.0|0|128.0|0|0.0|100
0|2021-12-20|9928.0|0|9933.0|0|130.0|0|0.0|100
0|2021-12-21|9949.0|0|9954.0|0|133.0|0|0.0|100
0|2021-12-22|10001.0|0|10006.0|0|135.0|0|0.0|100
0|2021-12-23|10001.0|0|10006.0|0|135.0|0|0.0|100
0|2021-12-24|10001.0|0|10006.0|0|135.0|0|0.0|100
0|2021-12-25|10001.0|0|10006.0|0|135.0|0|0.0|100
0|2021-12-26|10001.0|0|10006.0|0|135.0|0|0.0|100
0|2021-12-27|10114.0|0|10119.0|0|135.0|0|0.0|100
0|2021-12-28|10124.0|0|10129.0|0|136.0|0|0.0|100
0|2021-12-29|10162.0|0|10167.0|0|136.0|0|0.0|100
0|2021-12-30|10203.0|0|10208.0|0|136.0|0|0.0|100
0|2021-12-31|10203.0|0|10208.0|0|136.0|0|0.0|100
0|2022-01-01|10203.0|0|10208.0|0|136.0|0|0.0|100
0|2022-01-02|10203.0|0|10208.0|0|136.0|0|0.0|100
0|2022-01-03|10314.0|0|10319.0|0|137.0|0|0.0|100
0|2022-01-04|10337.0|0|10342.0|0|137.0|0|0.0|100
0|2022-01-05|10413.0|0|10418.0|0|137.0|0|0.0|100
0|2022-01-06|10493.0|0|10498.0|0|137.0|0|0.0|100
0|2022-01-07|10557.0|0|10562.0|0|137.0|0|0.0|100
0|2022-01-08|10557.0|0|10562.0|0|137.0|0|0.0|100
0|2022-01-09|10557.0|0|10562.0|0|137.0|0|0.0|100
0|2022-01-10|10724.0|0|10729.0|0|138.0|0|0.0|100
0|2022-01-11|10788.0|0|10793.0|0|138.0|0|0.0|100
0|2022-01-12|10912.0|0|10917.0|0|138.0|0|0.0|100
0|2022-01-13|10912.0|0|11033.0|0|138.0|0|0.0|100
0|2022-01-14|11151.0|0|11156.0|0|140.0|0|0.0|100
0|2022-01-15|11151.0|0|11156.0|0|140.0|0|0.0|100
0|2022-01-16|11151.0|0|11156.0|0|140.0|0|0.0|100
0|2022-01-17|11421.0|0|0.0|100|140.0|0|0.0|100
