|dates|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Tyrrell_NorthCarolina_UnitedStates.Male_Total_Population.data|Tyrrell_NorthCarolina_UnitedStates.Male_Total_Population.missing|Tyrrell_NorthCarolina_UnitedStates.Female_Total_Population.data|Tyrrell_NorthCarolina_UnitedStates.Female_Total_Population.missing|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Tyrrell_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-27|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2021-12-28|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2021-12-29|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2021-12-30|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2021-12-31|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-01|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-02|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-03|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-04|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-05|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-06|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-07|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-08|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-09|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-10|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-11|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-12|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-13|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-14|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-15|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-16|799.0|0|2291.0|0|1840.0|0|770.0|0
0|2022-01-17|799.0|0|2291.0|0|1840.0|0|770.0|0
