|dates|Columbia_Arkansas_UnitedStates.JHU_ConfirmedCases.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Arkansas_UnitedStates.NYT_ConfirmedCases.data|Columbia_Arkansas_UnitedStates.NYT_ConfirmedCases.missing|Columbia_Arkansas_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Arkansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-17|3402.0|0|3402.0|0|74.0|0|0.0|100
0|2021-11-18|3404.0|0|3404.0|0|74.0|0|0.0|100
0|2021-11-19|3405.0|0|3405.0|0|74.0|0|0.0|100
0|2021-11-20|3411.0|0|3411.0|0|74.0|0|0.0|100
0|2021-11-21|3409.0|0|3409.0|0|74.0|0|0.0|100
0|2021-11-22|3409.0|0|3409.0|0|74.0|0|0.0|100
0|2021-11-23|3409.0|0|3409.0|0|74.0|0|0.0|100
0|2021-11-24|3410.0|0|3410.0|0|74.0|0|0.0|100
0|2021-11-25|3409.0|0|3409.0|0|74.0|0|0.0|100
0|2021-11-26|3409.0|0|3409.0|0|74.0|0|0.0|100
0|2021-11-27|3410.0|0|3410.0|0|74.0|0|0.0|100
0|2021-11-28|3410.0|0|3410.0|0|74.0|0|0.0|100
0|2021-11-29|3411.0|0|3411.0|0|75.0|0|0.0|100
0|2021-11-30|3413.0|0|3413.0|0|75.0|0|0.0|100
0|2021-12-01|3414.0|0|3414.0|0|75.0|0|0.0|100
0|2021-12-02|3419.0|0|3419.0|0|75.0|0|0.0|100
0|2021-12-03|3420.0|0|3420.0|0|75.0|0|0.0|100
0|2021-12-04|3424.0|0|3424.0|0|75.0|0|0.0|100
0|2021-12-05|3424.0|0|3424.0|0|75.0|0|0.0|100
0|2021-12-06|3424.0|0|3424.0|0|75.0|0|0.0|100
0|2021-12-07|3424.0|0|3424.0|0|75.0|0|0.0|100
0|2021-12-08|3428.0|0|3428.0|0|75.0|0|0.0|100
0|2021-12-09|3429.0|0|3429.0|0|75.0|0|0.0|100
0|2021-12-10|3434.0|0|3434.0|0|75.0|0|0.0|100
0|2021-12-11|3437.0|0|3437.0|0|75.0|0|0.0|100
0|2021-12-12|3444.0|0|3444.0|0|75.0|0|0.0|100
0|2021-12-13|3443.0|0|3443.0|0|75.0|0|0.0|100
0|2021-12-14|3443.0|0|3444.0|0|75.0|0|0.0|100
0|2021-12-15|3446.0|0|3446.0|0|75.0|0|0.0|100
0|2021-12-16|3448.0|0|3448.0|0|75.0|0|0.0|100
0|2021-12-17|3454.0|0|3454.0|0|75.0|0|0.0|100
0|2021-12-18|3462.0|0|3462.0|0|75.0|0|0.0|100
0|2021-12-19|3464.0|0|3464.0|0|75.0|0|0.0|100
0|2021-12-20|3467.0|0|3467.0|0|75.0|0|0.0|100
0|2021-12-21|3473.0|0|3473.0|0|75.0|0|0.0|100
0|2021-12-22|3481.0|0|3481.0|0|75.0|0|0.0|100
0|2021-12-23|3485.0|0|3485.0|0|75.0|0|0.0|100
0|2021-12-24|3489.0|0|3489.0|0|75.0|0|0.0|100
0|2021-12-25|3491.0|0|3491.0|0|75.0|0|0.0|100
0|2021-12-26|3491.0|0|3491.0|0|75.0|0|0.0|100
0|2021-12-27|3493.0|0|3493.0|0|76.0|0|0.0|100
0|2021-12-28|3509.0|0|3509.0|0|76.0|0|0.0|100
0|2021-12-29|3512.0|0|3512.0|0|76.0|0|0.0|100
0|2021-12-30|3547.0|0|3547.0|0|76.0|0|0.0|100
0|2021-12-31|3610.0|0|3610.0|0|77.0|0|0.0|100
0|2022-01-01|3627.0|0|3627.0|0|77.0|0|0.0|100
0|2022-01-02|3634.0|0|3634.0|0|77.0|0|0.0|100
0|2022-01-03|3658.0|0|3658.0|0|77.0|0|0.0|100
0|2022-01-04|3716.0|0|3716.0|0|77.0|0|0.0|100
0|2022-01-05|3742.0|0|3742.0|0|77.0|0|0.0|100
0|2022-01-06|3799.0|0|3799.0|0|77.0|0|0.0|100
0|2022-01-07|3865.0|0|3865.0|0|77.0|0|0.0|100
0|2022-01-08|3937.0|0|3937.0|0|77.0|0|0.0|100
0|2022-01-09|3937.0|0|3937.0|0|77.0|0|0.0|100
0|2022-01-10|4013.0|0|4013.0|0|77.0|0|0.0|100
0|2022-01-11|4083.0|0|4083.0|0|77.0|0|0.0|100
0|2022-01-12|4127.0|0|4127.0|0|77.0|0|0.0|100
0|2022-01-13|4127.0|0|4188.0|0|77.0|0|0.0|100
0|2022-01-14|4315.0|0|4315.0|0|77.0|0|0.0|100
0|2022-01-15|4391.0|0|4391.0|0|77.0|0|0.0|100
0|2022-01-16|4420.0|0|4420.0|0|77.0|0|0.0|100
0|2022-01-17|4451.0|0|0.0|100|77.0|0|0.0|100
