|dates|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.data|Denver_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Denver_Colorado_UnitedStates.NYT_ConfirmedCases.data|Denver_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Denver_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Denver_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|102605.0|0|102605.0|0|1022.0|0|0.0|100
0|2021-12-03|102879.0|0|102742.0|0|1022.0|0|0.0|100
0|2021-12-04|102879.0|0|102879.0|0|1022.0|0|0.0|100
0|2021-12-05|102879.0|0|102879.0|0|1022.0|0|0.0|100
0|2021-12-06|103523.0|0|103523.0|0|1029.0|0|0.0|100
0|2021-12-07|103842.0|0|103842.0|0|1033.0|0|0.0|100
0|2021-12-08|104065.0|0|104065.0|0|1035.0|0|0.0|100
0|2021-12-09|104299.0|0|104299.0|0|1038.0|0|0.0|100
0|2021-12-10|104584.0|0|104584.0|0|1047.0|0|0.0|100
0|2021-12-11|104584.0|0|104584.0|0|1047.0|0|0.0|100
0|2021-12-12|104584.0|0|104584.0|0|1047.0|0|0.0|100
0|2021-12-13|105104.0|0|105104.0|0|1048.0|0|0.0|100
0|2021-12-14|105104.0|0|105288.0|0|1048.0|0|0.0|100
0|2021-12-15|105492.0|0|105492.0|0|1055.0|0|0.0|100
0|2021-12-16|105721.0|0|105721.0|0|1056.0|0|0.0|100
0|2021-12-17|106128.0|0|106128.0|0|1058.0|0|0.0|100
0|2021-12-18|106128.0|0|106128.0|0|1058.0|0|0.0|100
0|2021-12-19|106128.0|0|106128.0|0|1058.0|0|0.0|100
0|2021-12-20|106747.0|0|106747.0|0|1065.0|0|0.0|100
0|2021-12-21|107530.0|0|107530.0|0|1076.0|0|0.0|100
0|2021-12-22|108066.0|0|108066.0|0|1079.0|0|0.0|100
0|2021-12-23|108827.0|0|108827.0|0|1083.0|0|0.0|100
0|2021-12-24|109975.0|0|109975.0|0|1085.0|0|0.0|100
0|2021-12-25|109975.0|0|109975.0|0|1085.0|0|0.0|100
0|2021-12-26|109975.0|0|109975.0|0|1085.0|0|0.0|100
0|2021-12-27|111625.0|0|111625.0|0|1085.0|0|0.0|100
0|2021-12-28|113204.0|0|113204.0|0|1093.0|0|0.0|100
0|2021-12-29|114373.0|0|114373.0|0|1093.0|0|0.0|100
0|2021-12-30|115575.0|0|115575.0|0|1096.0|0|0.0|100
0|2021-12-31|117579.0|0|117579.0|0|1099.0|0|0.0|100
0|2022-01-01|117579.0|0|117579.0|0|1099.0|0|0.0|100
0|2022-01-02|117579.0|0|117579.0|0|1099.0|0|0.0|100
0|2022-01-03|121474.0|0|121474.0|0|1101.0|0|0.0|100
0|2022-01-04|122831.0|0|122831.0|0|1102.0|0|0.0|100
0|2022-01-05|124126.0|0|124126.0|0|1103.0|0|0.0|100
0|2022-01-06|125497.0|0|125497.0|0|1106.0|0|0.0|100
0|2022-01-07|126727.0|0|126727.0|0|1106.0|0|0.0|100
0|2022-01-08|126727.0|0|126727.0|0|1106.0|0|0.0|100
0|2022-01-09|126727.0|0|126727.0|0|1106.0|0|0.0|100
0|2022-01-10|134522.0|0|134522.0|0|1108.0|0|0.0|100
0|2022-01-11|137578.0|0|137578.0|0|1117.0|0|0.0|100
0|2022-01-12|139149.0|0|139149.0|0|1117.0|0|0.0|100
0|2022-01-13|139149.0|0|140752.0|0|1117.0|0|0.0|100
0|2022-01-14|142720.0|0|141736.0|0|1122.0|0|0.0|100
0|2022-01-15|142720.0|0|142720.0|0|1122.0|0|0.0|100
0|2022-01-16|142720.0|0|142720.0|0|1122.0|0|0.0|100
0|2022-01-17|146030.0|0|0.0|100|1127.0|0|0.0|100
