|dates|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Gloucester_Virginia_UnitedStates.NYT_ConfirmedCases.data|Gloucester_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Gloucester_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-15|4147.0|0|4147.0|0|82.0|0|0.0|100
0|2021-12-16|4157.0|0|4157.0|0|82.0|0|0.0|100
0|2021-12-17|4170.0|0|4170.0|0|82.0|0|0.0|100
0|2021-12-18|4170.0|0|4170.0|0|82.0|0|0.0|100
0|2021-12-19|4170.0|0|4170.0|0|82.0|0|0.0|100
0|2021-12-20|4203.0|0|4203.0|0|83.0|0|0.0|100
0|2021-12-21|4223.0|0|4223.0|0|83.0|0|0.0|100
0|2021-12-22|4237.0|0|4237.0|0|83.0|0|0.0|100
0|2021-12-23|4258.0|0|4258.0|0|83.0|0|0.0|100
0|2021-12-24|4280.0|0|4280.0|0|83.0|0|0.0|100
0|2021-12-25|4280.0|0|4280.0|0|83.0|0|0.0|100
0|2021-12-26|4280.0|0|4280.0|0|83.0|0|0.0|100
0|2021-12-27|4309.0|0|4309.0|0|83.0|0|0.0|100
0|2021-12-28|4346.0|0|4346.0|0|83.0|0|0.0|100
0|2021-12-29|4379.0|0|4379.0|0|83.0|0|0.0|100
0|2021-12-30|4437.0|0|4437.0|0|83.0|0|0.0|100
0|2021-12-31|4493.0|0|4493.0|0|83.0|0|0.0|100
0|2022-01-01|4493.0|0|4493.0|0|83.0|0|0.0|100
0|2022-01-02|4493.0|0|4493.0|0|83.0|0|0.0|100
0|2022-01-03|4629.0|0|4629.0|0|83.0|0|0.0|100
0|2022-01-04|4709.0|0|4709.0|0|83.0|0|0.0|100
0|2022-01-05|4757.0|0|4757.0|0|83.0|0|0.0|100
0|2022-01-06|4866.0|0|4866.0|0|83.0|0|0.0|100
0|2022-01-07|4964.0|0|4964.0|0|83.0|0|0.0|100
0|2022-01-08|4964.0|0|4964.0|0|83.0|0|0.0|100
0|2022-01-09|4964.0|0|4964.0|0|83.0|0|0.0|100
0|2022-01-10|5193.0|0|5193.0|0|83.0|0|0.0|100
0|2022-01-11|5283.0|0|5283.0|0|83.0|0|0.0|100
0|2022-01-12|5401.0|0|5401.0|0|83.0|0|0.0|100
0|2022-01-13|5401.0|0|5510.0|0|83.0|0|0.0|100
0|2022-01-14|5639.0|0|5639.0|0|83.0|0|0.0|100
0|2022-01-15|5639.0|0|5639.0|0|83.0|0|0.0|100
0|2022-01-16|5639.0|0|5639.0|0|83.0|0|0.0|100
0|2022-01-17|5961.0|0|0.0|100|83.0|0|0.0|100
