|dates|Bath_Virginia_UnitedStates.JHU_ConfirmedCases.data|Bath_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Bath_Virginia_UnitedStates.NYT_ConfirmedCases.data|Bath_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Bath_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Bath_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Bath_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Bath_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-29|510.0|0|510.0|0|15.0|0|0.0|100
0|2021-11-30|512.0|0|512.0|0|15.0|0|0.0|100
0|2021-12-01|516.0|0|516.0|0|15.0|0|0.0|100
0|2021-12-02|516.0|0|516.0|0|15.0|0|0.0|100
0|2021-12-03|519.0|0|519.0|0|15.0|0|0.0|100
0|2021-12-04|519.0|0|519.0|0|15.0|0|0.0|100
0|2021-12-05|519.0|0|519.0|0|15.0|0|0.0|100
0|2021-12-06|526.0|0|526.0|0|15.0|0|0.0|100
0|2021-12-07|526.0|0|526.0|0|15.0|0|0.0|100
0|2021-12-08|527.0|0|527.0|0|15.0|0|0.0|100
0|2021-12-09|528.0|0|528.0|0|15.0|0|0.0|100
0|2021-12-10|530.0|0|530.0|0|15.0|0|0.0|100
0|2021-12-11|530.0|0|530.0|0|15.0|0|0.0|100
0|2021-12-12|530.0|0|530.0|0|15.0|0|0.0|100
0|2021-12-13|533.0|0|533.0|0|15.0|0|0.0|100
0|2021-12-14|533.0|0|533.0|0|15.0|0|0.0|100
0|2021-12-15|534.0|0|534.0|0|15.0|0|0.0|100
0|2021-12-16|534.0|0|534.0|0|15.0|0|0.0|100
0|2021-12-17|536.0|0|536.0|0|15.0|0|0.0|100
0|2021-12-18|536.0|0|536.0|0|15.0|0|0.0|100
0|2021-12-19|536.0|0|536.0|0|15.0|0|0.0|100
0|2021-12-20|544.0|0|544.0|0|15.0|0|0.0|100
0|2021-12-21|547.0|0|547.0|0|15.0|0|0.0|100
0|2021-12-22|551.0|0|551.0|0|15.0|0|0.0|100
0|2021-12-23|551.0|0|551.0|0|15.0|0|0.0|100
0|2021-12-24|553.0|0|553.0|0|15.0|0|0.0|100
0|2021-12-25|553.0|0|553.0|0|15.0|0|0.0|100
0|2021-12-26|553.0|0|553.0|0|15.0|0|0.0|100
0|2021-12-27|557.0|0|557.0|0|15.0|0|0.0|100
0|2021-12-28|560.0|0|560.0|0|15.0|0|0.0|100
0|2021-12-29|569.0|0|569.0|0|15.0|0|0.0|100
0|2021-12-30|573.0|0|573.0|0|15.0|0|0.0|100
0|2021-12-31|582.0|0|582.0|0|15.0|0|0.0|100
0|2022-01-01|582.0|0|582.0|0|15.0|0|0.0|100
0|2022-01-02|582.0|0|582.0|0|15.0|0|0.0|100
0|2022-01-03|590.0|0|590.0|0|15.0|0|0.0|100
0|2022-01-04|594.0|0|594.0|0|15.0|0|0.0|100
0|2022-01-05|595.0|0|595.0|0|15.0|0|0.0|100
0|2022-01-06|599.0|0|599.0|0|15.0|0|0.0|100
0|2022-01-07|610.0|0|610.0|0|15.0|0|0.0|100
0|2022-01-08|610.0|0|610.0|0|15.0|0|0.0|100
0|2022-01-09|610.0|0|610.0|0|15.0|0|0.0|100
0|2022-01-10|636.0|0|636.0|0|15.0|0|0.0|100
0|2022-01-11|643.0|0|643.0|0|15.0|0|0.0|100
0|2022-01-12|657.0|0|657.0|0|15.0|0|0.0|100
0|2022-01-13|657.0|0|663.0|0|15.0|0|0.0|100
0|2022-01-14|670.0|0|670.0|0|15.0|0|0.0|100
0|2022-01-15|670.0|0|670.0|0|15.0|0|0.0|100
0|2022-01-16|670.0|0|670.0|0|15.0|0|0.0|100
0|2022-01-17|690.0|0|0.0|100|15.0|0|0.0|100
