|dates|Alachua_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Alachua_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Alachua_Florida_UnitedStates.Male_Total_Population.data|Alachua_Florida_UnitedStates.Male_Total_Population.missing|Alachua_Florida_UnitedStates.Female_Total_Population.data|Alachua_Florida_UnitedStates.Female_Total_Population.missing|Alachua_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Alachua_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-28|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2021-12-29|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2021-12-30|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2021-12-31|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-01|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-02|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-03|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-04|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-05|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-06|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-07|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-08|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-09|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-10|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-11|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-12|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-13|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-14|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-15|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-16|37836.0|0|130428.0|0|139528.0|0|48541.0|0
0|2022-01-17|37836.0|0|130428.0|0|139528.0|0|48541.0|0
