|dates|York_SouthCarolina_UnitedStates.JHU_ConfirmedCases.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedCases.missing|York_SouthCarolina_UnitedStates.NYT_ConfirmedCases.data|York_SouthCarolina_UnitedStates.NYT_ConfirmedCases.missing|York_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|York_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|York_SouthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-10|47248.0|0|47248.0|0|518.0|0|0.0|100
0|2021-11-11|47248.0|0|47248.0|0|518.0|0|0.0|100
0|2021-11-12|47386.0|0|47386.0|0|521.0|0|0.0|100
0|2021-11-13|47386.0|0|47386.0|0|521.0|0|0.0|100
0|2021-11-14|47386.0|0|47386.0|0|521.0|0|0.0|100
0|2021-11-15|47523.0|0|47523.0|0|523.0|0|0.0|100
0|2021-11-16|47560.0|0|47560.0|0|523.0|0|0.0|100
0|2021-11-17|47623.0|0|47623.0|0|524.0|0|0.0|100
0|2021-11-18|47652.0|0|47652.0|0|524.0|0|0.0|100
0|2021-11-19|47721.0|0|47721.0|0|524.0|0|0.0|100
0|2021-11-20|47721.0|0|47721.0|0|524.0|0|0.0|100
0|2021-11-21|47721.0|0|47721.0|0|524.0|0|0.0|100
0|2021-11-22|47880.0|0|47880.0|0|524.0|0|0.0|100
0|2021-11-23|47908.0|0|47908.0|0|525.0|0|0.0|100
0|2021-11-24|47962.0|0|47962.0|0|526.0|0|0.0|100
0|2021-11-25|47962.0|0|47962.0|0|526.0|0|0.0|100
0|2021-11-26|47997.0|0|47997.0|0|528.0|0|0.0|100
0|2021-11-27|47997.0|0|47997.0|0|528.0|0|0.0|100
0|2021-11-28|47997.0|0|47997.0|0|528.0|0|0.0|100
0|2021-11-29|48178.0|0|48178.0|0|528.0|0|0.0|100
0|2021-11-30|48219.0|0|48219.0|0|528.0|0|0.0|100
0|2021-12-01|48290.0|0|48290.0|0|530.0|0|0.0|100
0|2021-12-02|48358.0|0|48358.0|0|531.0|0|0.0|100
0|2021-12-03|48470.0|0|48470.0|0|531.0|0|0.0|100
0|2021-12-04|48470.0|0|48470.0|0|531.0|0|0.0|100
0|2021-12-05|48470.0|0|48470.0|0|531.0|0|0.0|100
0|2021-12-06|48726.0|0|48726.0|0|531.0|0|0.0|100
0|2021-12-07|48783.0|0|48783.0|0|531.0|0|0.0|100
0|2021-12-08|48876.0|0|48876.0|0|531.0|0|0.0|100
0|2021-12-09|48961.0|0|48961.0|0|531.0|0|0.0|100
0|2021-12-10|49084.0|0|49084.0|0|533.0|0|0.0|100
0|2021-12-11|49084.0|0|49084.0|0|533.0|0|0.0|100
0|2021-12-12|49084.0|0|49084.0|0|533.0|0|0.0|100
0|2021-12-13|49354.0|0|49354.0|0|534.0|0|0.0|100
0|2021-12-14|49354.0|0|49419.0|0|534.0|0|0.0|100
0|2021-12-15|49497.0|0|49497.0|0|534.0|0|0.0|100
0|2021-12-16|49561.0|0|49561.0|0|535.0|0|0.0|100
0|2021-12-17|49661.0|0|49661.0|0|535.0|0|0.0|100
0|2021-12-18|49661.0|0|49661.0|0|535.0|0|0.0|100
0|2021-12-19|49661.0|0|49661.0|0|535.0|0|0.0|100
0|2021-12-20|49934.0|0|49934.0|0|539.0|0|0.0|100
0|2021-12-21|50009.0|0|50009.0|0|540.0|0|0.0|100
0|2021-12-22|50083.0|0|50083.0|0|540.0|0|0.0|100
0|2021-12-23|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-24|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-25|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-26|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-27|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-28|50178.0|0|50178.0|0|540.0|0|0.0|100
0|2021-12-29|51037.0|0|51037.0|0|544.0|0|0.0|100
0|2021-12-30|51274.0|0|51274.0|0|544.0|0|0.0|100
0|2021-12-31|51647.0|0|51647.0|0|544.0|0|0.0|100
0|2022-01-01|51647.0|0|51647.0|0|544.0|0|0.0|100
0|2022-01-02|51647.0|0|51647.0|0|544.0|0|0.0|100
0|2022-01-03|51647.0|0|51647.0|0|544.0|0|0.0|100
0|2022-01-04|53661.0|0|53661.0|0|545.0|0|0.0|100
0|2022-01-05|54011.0|0|54011.0|0|547.0|0|0.0|100
0|2022-01-06|54802.0|0|54802.0|0|548.0|0|0.0|100
0|2022-01-07|55410.0|0|55410.0|0|548.0|0|0.0|100
0|2022-01-08|55410.0|0|55410.0|0|548.0|0|0.0|100
0|2022-01-09|55410.0|0|55410.0|0|548.0|0|0.0|100
0|2022-01-10|57109.0|0|57109.0|0|548.0|0|0.0|100
0|2022-01-11|57388.0|0|57388.0|0|548.0|0|0.0|100
0|2022-01-12|57922.0|0|57922.0|0|548.0|0|0.0|100
0|2022-01-13|57922.0|0|59544.0|0|548.0|0|0.0|100
0|2022-01-14|60450.0|0|60450.0|0|548.0|0|0.0|100
0|2022-01-15|60450.0|0|60450.0|0|548.0|0|0.0|100
0|2022-01-16|60450.0|0|60450.0|0|548.0|0|0.0|100
0|2022-01-17|60450.0|0|0.0|100|548.0|0|0.0|100
