|dates|Hartley_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hartley_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hartley_Texas_UnitedStates.Male_Total_Population.data|Hartley_Texas_UnitedStates.Male_Total_Population.missing|Hartley_Texas_UnitedStates.Female_Total_Population.data|Hartley_Texas_UnitedStates.Female_Total_Population.missing|Hartley_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hartley_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-22|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-23|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-24|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-25|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-26|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-27|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-28|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-29|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-30|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2021-12-31|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-01|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-02|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-03|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-04|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-05|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-06|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-07|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-08|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-09|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-10|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-11|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-12|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-13|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-14|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-15|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-16|854.0|0|3365.0|0|2254.0|0|1184.0|0
0|2022-01-17|854.0|0|3365.0|0|2254.0|0|1184.0|0
