|dates|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Columbia_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Columbia_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-16|8624.0|0|8624.0|0|160.0|0|0.0|100
0|2021-11-17|8677.0|0|8677.0|0|161.0|0|0.0|100
0|2021-11-18|8715.0|0|8715.0|0|161.0|0|0.0|100
0|2021-11-19|8764.0|0|8764.0|0|162.0|0|0.0|100
0|2021-11-20|8801.0|0|8801.0|0|162.0|0|0.0|100
0|2021-11-21|8841.0|0|8841.0|0|162.0|0|0.0|100
0|2021-11-22|8870.0|0|8870.0|0|162.0|0|0.0|100
0|2021-11-23|8902.0|0|8902.0|0|164.0|0|0.0|100
0|2021-11-24|8958.0|0|8958.0|0|165.0|0|0.0|100
0|2021-11-25|8990.0|0|8990.0|0|166.0|0|0.0|100
0|2021-11-26|9037.0|0|9037.0|0|166.0|0|0.0|100
0|2021-11-27|9070.0|0|9070.0|0|166.0|0|0.0|100
0|2021-11-28|9116.0|0|9116.0|0|166.0|0|0.0|100
0|2021-11-29|9142.0|0|9142.0|0|166.0|0|0.0|100
0|2021-11-30|9185.0|0|9185.0|0|166.0|0|0.0|100
0|2021-12-01|9256.0|0|9256.0|0|167.0|0|0.0|100
0|2021-12-02|9349.0|0|9349.0|0|168.0|0|0.0|100
0|2021-12-03|9349.0|0|9438.0|0|168.0|0|0.0|100
0|2021-12-04|9519.0|0|9519.0|0|169.0|0|0.0|100
0|2021-12-05|9576.0|0|9576.0|0|169.0|0|0.0|100
0|2021-12-06|9605.0|0|9605.0|0|169.0|0|0.0|100
0|2021-12-07|9662.0|0|9662.0|0|169.0|0|0.0|100
0|2021-12-08|9721.0|0|9721.0|0|169.0|0|0.0|100
0|2021-12-09|9778.0|0|9778.0|0|169.0|0|0.0|100
0|2021-12-10|9857.0|0|9857.0|0|171.0|0|0.0|100
0|2021-12-11|9934.0|0|9934.0|0|171.0|0|0.0|100
0|2021-12-12|10001.0|0|10001.0|0|172.0|0|0.0|100
0|2021-12-13|10041.0|0|10041.0|0|172.0|0|0.0|100
0|2021-12-14|10041.0|0|10074.0|0|172.0|0|0.0|100
0|2021-12-15|10174.0|0|10174.0|0|175.0|0|0.0|100
0|2021-12-16|10240.0|0|10240.0|0|176.0|0|0.0|100
0|2021-12-17|10294.0|0|10294.0|0|176.0|0|0.0|100
0|2021-12-18|10347.0|0|10347.0|0|181.0|0|0.0|100
0|2021-12-19|10396.0|0|10396.0|0|181.0|0|0.0|100
0|2021-12-20|10417.0|0|10417.0|0|181.0|0|0.0|100
0|2021-12-21|10458.0|0|10458.0|0|181.0|0|0.0|100
0|2021-12-22|10499.0|0|10499.0|0|181.0|0|0.0|100
0|2021-12-23|10547.0|0|10547.0|0|182.0|0|0.0|100
0|2021-12-24|10612.0|0|10612.0|0|183.0|0|0.0|100
0|2021-12-25|10662.0|0|10662.0|0|183.0|0|0.0|100
0|2021-12-26|10688.0|0|10688.0|0|183.0|0|0.0|100
0|2021-12-27|10707.0|0|10707.0|0|184.0|0|0.0|100
0|2021-12-28|10746.0|0|10746.0|0|185.0|0|0.0|100
0|2021-12-29|10834.0|0|10834.0|0|189.0|0|0.0|100
0|2021-12-30|10895.0|0|10895.0|0|191.0|0|0.0|100
0|2021-12-31|10988.0|0|10988.0|0|191.0|0|0.0|100
0|2022-01-01|11061.0|0|11061.0|0|191.0|0|0.0|100
0|2022-01-02|11115.0|0|11115.0|0|191.0|0|0.0|100
0|2022-01-03|11178.0|0|11178.0|0|191.0|0|0.0|100
0|2022-01-04|11265.0|0|11265.0|0|191.0|0|0.0|100
0|2022-01-05|11388.0|0|11388.0|0|192.0|0|0.0|100
0|2022-01-06|11451.0|0|11451.0|0|193.0|0|0.0|100
0|2022-01-07|11586.0|0|11586.0|0|196.0|0|0.0|100
0|2022-01-08|11695.0|0|11695.0|0|196.0|0|0.0|100
0|2022-01-09|11834.0|0|11834.0|0|196.0|0|0.0|100
0|2022-01-10|11935.0|0|11935.0|0|198.0|0|0.0|100
0|2022-01-11|11998.0|0|11998.0|0|198.0|0|0.0|100
0|2022-01-12|12112.0|0|12112.0|0|200.0|0|0.0|100
0|2022-01-13|12112.0|0|12237.0|0|200.0|0|0.0|100
0|2022-01-14|12365.0|0|12365.0|0|202.0|0|0.0|100
0|2022-01-15|12458.0|0|12458.0|0|203.0|0|0.0|100
0|2022-01-16|12665.0|0|12665.0|0|203.0|0|0.0|100
0|2022-01-17|12725.0|0|0.0|100|203.0|0|0.0|100
