|dates|Caledonia_Vermont_UnitedStates.JHU_ConfirmedCases.data|Caledonia_Vermont_UnitedStates.JHU_ConfirmedCases.missing|Caledonia_Vermont_UnitedStates.NYT_ConfirmedCases.data|Caledonia_Vermont_UnitedStates.NYT_ConfirmedCases.missing|Caledonia_Vermont_UnitedStates.JHU_ConfirmedDeaths.data|Caledonia_Vermont_UnitedStates.JHU_ConfirmedDeaths.missing|Caledonia_Vermont_UnitedStates.JHU_ConfirmedRecoveries.data|Caledonia_Vermont_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-20|3025.0|0|3025.0|0|21.0|0|0.0|100
0|2021-12-21|3047.0|0|3047.0|0|21.0|0|0.0|100
0|2021-12-22|3052.0|0|3052.0|0|21.0|0|0.0|100
0|2021-12-23|3084.0|0|3084.0|0|21.0|0|0.0|100
0|2021-12-24|3084.0|0|3084.0|0|21.0|0|0.0|100
0|2021-12-25|3084.0|0|3084.0|0|21.0|0|0.0|100
0|2021-12-26|3084.0|0|3084.0|0|21.0|0|0.0|100
0|2021-12-27|3139.0|0|3139.0|0|21.0|0|0.0|100
0|2021-12-28|3149.0|0|3149.0|0|21.0|0|0.0|100
0|2021-12-29|3160.0|0|3160.0|0|21.0|0|0.0|100
0|2021-12-30|3221.0|0|3221.0|0|21.0|0|0.0|100
0|2021-12-31|3221.0|0|3221.0|0|21.0|0|0.0|100
0|2022-01-01|3221.0|0|3221.0|0|21.0|0|0.0|100
0|2022-01-02|3221.0|0|3221.0|0|21.0|0|0.0|100
0|2022-01-03|3306.0|0|3306.0|0|21.0|0|0.0|100
0|2022-01-04|3317.0|0|3317.0|0|21.0|0|0.0|100
0|2022-01-05|3331.0|0|3331.0|0|21.0|0|0.0|100
0|2022-01-06|3352.0|0|3352.0|0|21.0|0|0.0|100
0|2022-01-07|3374.0|0|3374.0|0|21.0|0|0.0|100
0|2022-01-08|3387.0|0|3387.0|0|21.0|0|0.0|100
0|2022-01-09|3405.0|0|3405.0|0|21.0|0|0.0|100
0|2022-01-10|3405.0|0|3405.0|0|21.0|0|0.0|100
0|2022-01-11|3405.0|0|3405.0|0|21.0|0|0.0|100
0|2022-01-12|3521.0|0|3521.0|0|22.0|0|0.0|100
0|2022-01-13|3521.0|0|3599.0|0|22.0|0|0.0|100
0|2022-01-14|3652.0|0|3652.0|0|22.0|0|0.0|100
0|2022-01-15|3700.0|0|3700.0|0|22.0|0|0.0|100
0|2022-01-16|3721.0|0|3721.0|0|22.0|0|0.0|100
0|2022-01-17|3721.0|0|0.0|100|22.0|0|0.0|100
