|dates|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedCases.data|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedCases.missing|Hampshire_WestVirginia_UnitedStates.NYT_ConfirmedCases.data|Hampshire_WestVirginia_UnitedStates.NYT_ConfirmedCases.missing|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.data|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedDeaths.missing|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.data|Hampshire_WestVirginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-13|3886.0|0|3886.0|0|54.0|0|0.0|100
0|2021-12-14|3886.0|0|3894.0|0|54.0|0|0.0|100
0|2021-12-15|3904.0|0|3904.0|0|54.0|0|0.0|100
0|2021-12-16|3928.0|0|3928.0|0|54.0|0|0.0|100
0|2021-12-17|3941.0|0|3941.0|0|55.0|0|0.0|100
0|2021-12-18|3954.0|0|3954.0|0|55.0|0|0.0|100
0|2021-12-19|3961.0|0|3961.0|0|55.0|0|0.0|100
0|2021-12-20|3973.0|0|3973.0|0|55.0|0|0.0|100
0|2021-12-21|3983.0|0|3983.0|0|55.0|0|0.0|100
0|2021-12-22|3992.0|0|3992.0|0|55.0|0|0.0|100
0|2021-12-23|4010.0|0|4010.0|0|55.0|0|0.0|100
0|2021-12-24|4010.0|0|4010.0|0|55.0|0|0.0|100
0|2021-12-25|4010.0|0|4010.0|0|55.0|0|0.0|100
0|2021-12-26|4010.0|0|4010.0|0|55.0|0|0.0|100
0|2021-12-27|4043.0|0|4043.0|0|55.0|0|0.0|100
0|2021-12-28|4058.0|0|4058.0|0|55.0|0|0.0|100
0|2021-12-29|4079.0|0|4079.0|0|56.0|0|0.0|100
0|2021-12-30|4124.0|0|4124.0|0|58.0|0|0.0|100
0|2021-12-31|4124.0|0|4124.0|0|58.0|0|0.0|100
0|2022-01-01|4124.0|0|4124.0|0|58.0|0|0.0|100
0|2022-01-02|4124.0|0|4124.0|0|58.0|0|0.0|100
0|2022-01-03|4214.0|0|4214.0|0|58.0|0|0.0|100
0|2022-01-04|4235.0|0|4235.0|0|58.0|0|0.0|100
0|2022-01-05|4261.0|0|4261.0|0|59.0|0|0.0|100
0|2022-01-06|4328.0|0|4328.0|0|59.0|0|0.0|100
0|2022-01-07|4395.0|0|4395.0|0|59.0|0|0.0|100
0|2022-01-08|4437.0|0|4437.0|0|59.0|0|0.0|100
0|2022-01-09|4458.0|0|4458.0|0|59.0|0|0.0|100
0|2022-01-10|4458.0|0|4492.0|0|60.0|0|0.0|100
0|2022-01-11|4520.0|0|4520.0|0|60.0|0|0.0|100
0|2022-01-12|4549.0|0|4549.0|0|60.0|0|0.0|100
0|2022-01-13|4549.0|0|4607.0|0|60.0|0|0.0|100
0|2022-01-14|4665.0|0|4665.0|0|60.0|0|0.0|100
0|2022-01-15|4703.0|0|4703.0|0|60.0|0|0.0|100
0|2022-01-16|4733.0|0|4733.0|0|60.0|0|0.0|100
0|2022-01-17|4777.0|0|0.0|100|62.0|0|0.0|100
