|dates|Murray_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Murray_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Murray_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Murray_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Murray_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Murray_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Murray_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Murray_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-26|1596.0|0|1596.0|0|14.0|0|0.0|100
0|2021-12-27|1597.0|0|1597.0|0|14.0|0|0.0|100
0|2021-12-28|1604.0|0|1604.0|0|14.0|0|0.0|100
0|2021-12-29|1611.0|0|1611.0|0|14.0|0|0.0|100
0|2021-12-30|1616.0|0|1616.0|0|14.0|0|0.0|100
0|2021-12-31|1616.0|0|1616.0|0|14.0|0|0.0|100
0|2022-01-01|1616.0|0|1616.0|0|14.0|0|0.0|100
0|2022-01-02|1616.0|0|1616.0|0|14.0|0|0.0|100
0|2022-01-03|1621.0|0|1621.0|0|14.0|0|0.0|100
0|2022-01-04|1628.0|0|1628.0|0|14.0|0|0.0|100
0|2022-01-05|1640.0|0|1640.0|0|14.0|0|0.0|100
0|2022-01-06|1653.0|0|1653.0|0|14.0|0|0.0|100
0|2022-01-07|1656.0|0|1656.0|0|14.0|0|0.0|100
0|2022-01-08|1656.0|0|1656.0|0|14.0|0|0.0|100
0|2022-01-09|1656.0|0|1656.0|0|14.0|0|0.0|100
0|2022-01-10|1667.0|0|1667.0|0|14.0|0|0.0|100
0|2022-01-11|1688.0|0|1688.0|0|14.0|0|0.0|100
0|2022-01-12|1695.0|0|1695.0|0|14.0|0|0.0|100
0|2022-01-13|1695.0|0|1713.0|0|14.0|0|0.0|100
0|2022-01-14|1717.0|0|1717.0|0|15.0|0|0.0|100
0|2022-01-15|1717.0|0|1717.0|0|15.0|0|0.0|100
0|2022-01-16|1717.0|0|1717.0|0|15.0|0|0.0|100
0|2022-01-17|1717.0|0|0.0|100|15.0|0|0.0|100
