|dates|Schleicher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Schleicher_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Schleicher_Texas_UnitedStates.Male_Total_Population.data|Schleicher_Texas_UnitedStates.Male_Total_Population.missing|Schleicher_Texas_UnitedStates.Female_Total_Population.data|Schleicher_Texas_UnitedStates.Female_Total_Population.missing|Schleicher_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Schleicher_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-06|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-07|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-08|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-09|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-10|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-11|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-12|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-13|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-14|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-15|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-16|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-17|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-18|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-19|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-20|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-21|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-22|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-23|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-24|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-25|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-26|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-27|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-28|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-29|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-30|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2021-12-31|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-01|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-02|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-03|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-04|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-05|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-06|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-07|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-08|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-09|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-10|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-11|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-12|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-13|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-14|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-15|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-16|567.0|0|1436.0|0|1459.0|0|744.0|0
0|2022-01-17|567.0|0|1436.0|0|1459.0|0|744.0|0
