|dates|Clark_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Clark_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Clark_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Clark_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Clark_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Clark_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-25|588.0|0|588.0|0|6.0|0|0.0|100
0|2021-12-26|588.0|0|588.0|0|6.0|0|0.0|100
0|2021-12-27|589.0|0|589.0|0|6.0|0|0.0|100
0|2021-12-28|597.0|0|597.0|0|6.0|0|0.0|100
0|2021-12-29|602.0|0|602.0|0|6.0|0|0.0|100
0|2021-12-30|605.0|0|605.0|0|6.0|0|0.0|100
0|2021-12-31|605.0|0|605.0|0|6.0|0|0.0|100
0|2022-01-01|605.0|0|605.0|0|6.0|0|0.0|100
0|2022-01-02|605.0|0|605.0|0|6.0|0|0.0|100
0|2022-01-03|610.0|0|610.0|0|6.0|0|0.0|100
0|2022-01-04|622.0|0|622.0|0|6.0|0|0.0|100
0|2022-01-05|626.0|0|626.0|0|6.0|0|0.0|100
0|2022-01-06|630.0|0|630.0|0|6.0|0|0.0|100
0|2022-01-07|631.0|0|631.0|0|6.0|0|0.0|100
0|2022-01-08|631.0|0|631.0|0|6.0|0|0.0|100
0|2022-01-09|631.0|0|631.0|0|6.0|0|0.0|100
0|2022-01-10|636.0|0|636.0|0|6.0|0|0.0|100
0|2022-01-11|646.0|0|646.0|0|6.0|0|0.0|100
0|2022-01-12|648.0|0|648.0|0|6.0|0|0.0|100
0|2022-01-13|648.0|0|655.0|0|6.0|0|0.0|100
0|2022-01-14|655.0|0|667.0|0|6.0|0|0.0|100
0|2022-01-15|667.0|0|667.0|0|6.0|0|0.0|100
0|2022-01-16|667.0|0|667.0|0|6.0|0|0.0|100
0|2022-01-17|667.0|0|0.0|100|6.0|0|0.0|100
