|dates|RioBlanco_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RioBlanco_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RioBlanco_Colorado_UnitedStates.Male_Total_Population.data|RioBlanco_Colorado_UnitedStates.Male_Total_Population.missing|RioBlanco_Colorado_UnitedStates.Female_Total_Population.data|RioBlanco_Colorado_UnitedStates.Female_Total_Population.missing|RioBlanco_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|RioBlanco_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-11|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-12|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-13|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-14|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-15|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-16|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-17|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-18|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-19|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-20|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-21|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-22|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-23|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-24|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-25|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-26|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-27|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-28|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-29|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-11-30|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-01|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-02|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-03|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-04|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-05|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-06|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-07|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-08|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-09|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-10|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-11|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-12|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-13|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-14|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-15|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-16|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-17|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-18|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-19|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-20|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-21|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-22|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-23|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-24|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-25|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-26|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-27|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-28|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-29|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-30|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2021-12-31|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-01|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-02|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-03|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-04|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-05|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-06|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-07|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-08|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-09|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-10|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-11|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-12|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-13|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-14|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-15|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-16|985.0|0|3237.0|0|3099.0|0|1506.0|0
0|2022-01-17|985.0|0|3237.0|0|3099.0|0|1506.0|0
