|dates|Piscataquis_Maine_UnitedStates.JHU_ConfirmedCases.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedCases.missing|Piscataquis_Maine_UnitedStates.NYT_ConfirmedCases.data|Piscataquis_Maine_UnitedStates.NYT_ConfirmedCases.missing|Piscataquis_Maine_UnitedStates.JHU_ConfirmedDeaths.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedDeaths.missing|Piscataquis_Maine_UnitedStates.JHU_ConfirmedRecoveries.data|Piscataquis_Maine_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|2002.0|0|2002.0|0|20.0|0|0.0|100
0|2021-12-30|2005.0|0|2005.0|0|20.0|0|0.0|100
0|2021-12-31|2007.0|0|2007.0|0|20.0|0|0.0|100
0|2022-01-01|2007.0|0|2007.0|0|20.0|0|0.0|100
0|2022-01-02|2007.0|0|2007.0|0|20.0|0|0.0|100
0|2022-01-03|2007.0|0|2007.0|0|20.0|0|0.0|100
0|2022-01-04|2045.0|0|2045.0|0|23.0|0|0.0|100
0|2022-01-05|2055.0|0|2055.0|0|23.0|0|0.0|100
0|2022-01-06|2061.0|0|2061.0|0|23.0|0|0.0|100
0|2022-01-07|2071.0|0|2071.0|0|23.0|0|0.0|100
0|2022-01-08|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-09|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-10|2080.0|0|2080.0|0|23.0|0|0.0|100
0|2022-01-11|2081.0|0|2081.0|0|23.0|0|0.0|100
0|2022-01-12|2083.0|0|2083.0|0|23.0|0|0.0|100
0|2022-01-13|2083.0|0|2086.0|0|23.0|0|0.0|100
0|2022-01-14|2117.0|0|2117.0|0|23.0|0|0.0|100
0|2022-01-15|2121.0|0|2121.0|0|23.0|0|0.0|100
0|2022-01-16|2121.0|0|2121.0|0|23.0|0|0.0|100
0|2022-01-17|2121.0|0|0.0|100|23.0|0|0.0|100
