|dates|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Berks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Berks_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Berks_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|63062.0|0|63062.0|0|1189.0|0|0.0|100
0|2021-11-23|63248.0|0|63248.0|0|1190.0|0|0.0|100
0|2021-11-24|63456.0|0|63456.0|0|1195.0|0|0.0|100
0|2021-11-25|63640.0|0|63640.0|0|1199.0|0|0.0|100
0|2021-11-26|63816.0|0|63816.0|0|1199.0|0|0.0|100
0|2021-11-27|64039.0|0|64039.0|0|1199.0|0|0.0|100
0|2021-11-28|64227.0|0|64227.0|0|1201.0|0|0.0|100
0|2021-11-29|64357.0|0|64357.0|0|1202.0|0|0.0|100
0|2021-11-30|64559.0|0|64559.0|0|1209.0|0|0.0|100
0|2021-12-01|64789.0|0|64789.0|0|1210.0|0|0.0|100
0|2021-12-02|65297.0|0|65297.0|0|1214.0|0|0.0|100
0|2021-12-03|65636.0|0|65636.0|0|1215.0|0|0.0|100
0|2021-12-04|66147.0|0|66147.0|0|1219.0|0|0.0|100
0|2021-12-05|66454.0|0|66454.0|0|1220.0|0|0.0|100
0|2021-12-06|66691.0|0|66691.0|0|1220.0|0|0.0|100
0|2021-12-07|66962.0|0|66962.0|0|1223.0|0|0.0|100
0|2021-12-08|67310.0|0|67310.0|0|1225.0|0|0.0|100
0|2021-12-09|67533.0|0|67533.0|0|1227.0|0|0.0|100
0|2021-12-10|68000.0|0|68000.0|0|1231.0|0|0.0|100
0|2021-12-11|68576.0|0|68576.0|0|1233.0|0|0.0|100
0|2021-12-12|69031.0|0|69031.0|0|1236.0|0|0.0|100
0|2021-12-13|69282.0|0|69282.0|0|1236.0|0|0.0|100
0|2021-12-14|69282.0|0|69550.0|0|1236.0|0|0.0|100
0|2021-12-15|69849.0|0|69849.0|0|1252.0|0|0.0|100
0|2021-12-16|70182.0|0|70182.0|0|1255.0|0|0.0|100
0|2021-12-17|70540.0|0|70540.0|0|1256.0|0|0.0|100
0|2021-12-18|70907.0|0|70907.0|0|1265.0|0|0.0|100
0|2021-12-19|71245.0|0|71245.0|0|1266.0|0|0.0|100
0|2021-12-20|71425.0|0|71425.0|0|1266.0|0|0.0|100
0|2021-12-21|71713.0|0|71713.0|0|1271.0|0|0.0|100
0|2021-12-22|72045.0|0|72045.0|0|1278.0|0|0.0|100
0|2021-12-23|72387.0|0|72387.0|0|1282.0|0|0.0|100
0|2021-12-24|72705.0|0|72705.0|0|1289.0|0|0.0|100
0|2021-12-25|73106.0|0|73106.0|0|1289.0|0|0.0|100
0|2021-12-26|73291.0|0|73291.0|0|1289.0|0|0.0|100
0|2021-12-27|73591.0|0|73591.0|0|1290.0|0|0.0|100
0|2021-12-28|74225.0|0|74225.0|0|1294.0|0|0.0|100
0|2021-12-29|74876.0|0|74876.0|0|1311.0|0|0.0|100
0|2021-12-30|75542.0|0|75542.0|0|1318.0|0|0.0|100
0|2021-12-31|76376.0|0|76376.0|0|1319.0|0|0.0|100
0|2022-01-01|77311.0|0|77311.0|0|1320.0|0|0.0|100
0|2022-01-02|78112.0|0|78112.0|0|1320.0|0|0.0|100
0|2022-01-03|78773.0|0|78773.0|0|1328.0|0|0.0|100
0|2022-01-04|79512.0|0|79512.0|0|1342.0|0|0.0|100
0|2022-01-05|80690.0|0|80690.0|0|1342.0|0|0.0|100
0|2022-01-06|81713.0|0|81713.0|0|1356.0|0|0.0|100
0|2022-01-07|82856.0|0|82856.0|0|1356.0|0|0.0|100
0|2022-01-08|84067.0|0|84067.0|0|1366.0|0|0.0|100
0|2022-01-09|85386.0|0|85386.0|0|1366.0|0|0.0|100
0|2022-01-10|86639.0|0|86639.0|0|1368.0|0|0.0|100
0|2022-01-11|87571.0|0|87571.0|0|1374.0|0|0.0|100
0|2022-01-12|88551.0|0|88551.0|0|1387.0|0|0.0|100
0|2022-01-13|88551.0|0|89418.0|0|1387.0|0|0.0|100
0|2022-01-14|90546.0|0|90546.0|0|1404.0|0|0.0|100
0|2022-01-15|91157.0|0|91157.0|0|1407.0|0|0.0|100
0|2022-01-16|92621.0|0|92621.0|0|1407.0|0|0.0|100
0|2022-01-17|93092.0|0|0.0|100|1407.0|0|0.0|100
