|dates|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Warren_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Warren_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Warren_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-05|5757.0|0|5757.0|0|181.0|0|0.0|100
0|2022-01-06|5784.0|0|5784.0|0|182.0|0|0.0|100
0|2022-01-07|5858.0|0|5858.0|0|182.0|0|0.0|100
0|2022-01-08|5903.0|0|5903.0|0|184.0|0|0.0|100
0|2022-01-09|5915.0|0|5915.0|0|184.0|0|0.0|100
0|2022-01-10|5930.0|0|5930.0|0|184.0|0|0.0|100
0|2022-01-11|5998.0|0|5998.0|0|185.0|0|0.0|100
0|2022-01-12|6016.0|0|6016.0|0|186.0|0|0.0|100
0|2022-01-13|6016.0|0|6093.0|0|186.0|0|0.0|100
0|2022-01-14|6164.0|0|6164.0|0|188.0|0|0.0|100
0|2022-01-15|6228.0|0|6228.0|0|188.0|0|0.0|100
0|2022-01-16|6262.0|0|6262.0|0|188.0|0|0.0|100
0|2022-01-17|6281.0|0|0.0|100|188.0|0|0.0|100
