|dates|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|Hanson_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|Hanson_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|502.0|0|502.0|0|5.0|0|0.0|100
0|2021-12-25|502.0|0|502.0|0|5.0|0|0.0|100
0|2021-12-26|502.0|0|502.0|0|5.0|0|0.0|100
0|2021-12-27|504.0|0|504.0|0|5.0|0|0.0|100
0|2021-12-28|507.0|0|507.0|0|5.0|0|0.0|100
0|2021-12-29|509.0|0|509.0|0|5.0|0|0.0|100
0|2021-12-30|509.0|0|509.0|0|5.0|0|0.0|100
0|2021-12-31|509.0|0|509.0|0|5.0|0|0.0|100
0|2022-01-01|509.0|0|509.0|0|5.0|0|0.0|100
0|2022-01-02|509.0|0|509.0|0|5.0|0|0.0|100
0|2022-01-03|513.0|0|513.0|0|5.0|0|0.0|100
0|2022-01-04|524.0|0|524.0|0|5.0|0|0.0|100
0|2022-01-05|532.0|0|532.0|0|5.0|0|0.0|100
0|2022-01-06|540.0|0|540.0|0|5.0|0|0.0|100
0|2022-01-07|551.0|0|551.0|0|5.0|0|0.0|100
0|2022-01-08|551.0|0|551.0|0|5.0|0|0.0|100
0|2022-01-09|551.0|0|551.0|0|5.0|0|0.0|100
0|2022-01-10|559.0|0|559.0|0|5.0|0|0.0|100
0|2022-01-11|567.0|0|567.0|0|5.0|0|0.0|100
0|2022-01-12|574.0|0|574.0|0|5.0|0|0.0|100
0|2022-01-13|574.0|0|581.0|0|5.0|0|0.0|100
0|2022-01-14|581.0|0|585.0|0|5.0|0|0.0|100
0|2022-01-15|585.0|0|585.0|0|5.0|0|0.0|100
0|2022-01-16|585.0|0|585.0|0|5.0|0|0.0|100
0|2022-01-17|585.0|0|0.0|100|5.0|0|0.0|100
