|dates|Hemphill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hemphill_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hemphill_Texas_UnitedStates.Male_Total_Population.data|Hemphill_Texas_UnitedStates.Male_Total_Population.missing|Hemphill_Texas_UnitedStates.Female_Total_Population.data|Hemphill_Texas_UnitedStates.Female_Total_Population.missing|Hemphill_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Hemphill_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-29|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-11-30|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-01|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-02|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-03|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-04|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-05|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-06|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-07|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-08|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-09|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-10|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-11|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-12|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-13|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-14|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-15|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-16|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-17|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-18|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-19|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-20|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-21|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-22|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-23|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-24|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-25|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-26|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-27|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-28|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-29|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-30|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2021-12-31|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-01|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-02|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-03|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-04|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-05|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-06|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-07|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-08|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-09|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-10|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-11|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-12|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-13|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-14|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-15|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-16|553.0|0|1920.0|0|1905.0|0|1176.0|0
0|2022-01-17|553.0|0|1920.0|0|1905.0|0|1176.0|0
