|dates|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.data|Porter_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Porter_Indiana_UnitedStates.NYT_ConfirmedCases.data|Porter_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Porter_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Porter_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|24683.0|0|24707.0|0|380.0|0|0.0|100
0|2021-11-27|24683.0|0|24707.0|0|380.0|0|0.0|100
0|2021-11-28|24683.0|0|24707.0|0|380.0|0|0.0|100
0|2021-11-29|25014.0|0|25039.0|0|381.0|0|0.0|100
0|2021-11-30|25171.0|0|25196.0|0|386.0|0|0.0|100
0|2021-12-01|25355.0|0|25380.0|0|386.0|0|0.0|100
0|2021-12-02|25355.0|0|25581.0|0|386.0|0|0.0|100
0|2021-12-03|25657.0|0|25682.0|0|386.0|0|0.0|100
0|2021-12-04|25657.0|0|25682.0|0|386.0|0|0.0|100
0|2021-12-05|25657.0|0|25682.0|0|386.0|0|0.0|100
0|2021-12-06|25969.0|0|25994.0|0|387.0|0|0.0|100
0|2021-12-07|26093.0|0|26118.0|0|391.0|0|0.0|100
0|2021-12-08|26222.0|0|26247.0|0|393.0|0|0.0|100
0|2021-12-09|26351.0|0|26376.0|0|395.0|0|0.0|100
0|2021-12-10|26504.0|0|26529.0|0|395.0|0|0.0|100
0|2021-12-11|26504.0|0|26529.0|0|395.0|0|0.0|100
0|2021-12-12|26504.0|0|26529.0|0|395.0|0|0.0|100
0|2021-12-13|26702.0|0|26727.0|0|396.0|0|0.0|100
0|2021-12-14|26702.0|0|26866.0|0|396.0|0|0.0|100
0|2021-12-15|26985.0|0|27010.0|0|403.0|0|0.0|100
0|2021-12-16|27095.0|0|27120.0|0|404.0|0|0.0|100
0|2021-12-17|27211.0|0|27236.0|0|407.0|0|0.0|100
0|2021-12-18|27211.0|0|27236.0|0|407.0|0|0.0|100
0|2021-12-19|27211.0|0|27236.0|0|407.0|0|0.0|100
0|2021-12-20|27551.0|0|27576.0|0|407.0|0|0.0|100
0|2021-12-21|27631.0|0|27656.0|0|412.0|0|0.0|100
0|2021-12-22|27725.0|0|27750.0|0|415.0|0|0.0|100
0|2021-12-23|27725.0|0|27750.0|0|415.0|0|0.0|100
0|2021-12-24|27725.0|0|27750.0|0|415.0|0|0.0|100
0|2021-12-25|27725.0|0|27750.0|0|415.0|0|0.0|100
0|2021-12-26|27725.0|0|27750.0|0|415.0|0|0.0|100
0|2021-12-27|28430.0|0|28455.0|0|419.0|0|0.0|100
0|2021-12-28|28581.0|0|28606.0|0|421.0|0|0.0|100
0|2021-12-29|28832.0|0|28857.0|0|422.0|0|0.0|100
0|2021-12-30|29134.0|0|29159.0|0|426.0|0|0.0|100
0|2021-12-31|29134.0|0|29159.0|0|426.0|0|0.0|100
0|2022-01-01|29134.0|0|29159.0|0|426.0|0|0.0|100
0|2022-01-02|29134.0|0|29159.0|0|426.0|0|0.0|100
0|2022-01-03|30229.0|0|30254.0|0|430.0|0|0.0|100
0|2022-01-04|30469.0|0|30494.0|0|435.0|0|0.0|100
0|2022-01-05|30823.0|0|30848.0|0|437.0|0|0.0|100
0|2022-01-06|31186.0|0|31211.0|0|441.0|0|0.0|100
0|2022-01-07|31642.0|0|31667.0|0|447.0|0|0.0|100
0|2022-01-08|31642.0|0|31667.0|0|447.0|0|0.0|100
0|2022-01-09|31642.0|0|31667.0|0|447.0|0|0.0|100
0|2022-01-10|32435.0|0|32461.0|0|448.0|0|0.0|100
0|2022-01-11|32646.0|0|32672.0|0|452.0|0|0.0|100
0|2022-01-12|32869.0|0|32895.0|0|454.0|0|0.0|100
0|2022-01-13|32869.0|0|33175.0|0|454.0|0|0.0|100
0|2022-01-14|33396.0|0|33423.0|0|456.0|0|0.0|100
0|2022-01-15|33396.0|0|33423.0|0|456.0|0|0.0|100
0|2022-01-16|33396.0|0|33423.0|0|456.0|0|0.0|100
0|2022-01-17|33900.0|0|0.0|100|460.0|0|0.0|100
