|dates|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.data|Bent_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Bent_Colorado_UnitedStates.NYT_ConfirmedCases.data|Bent_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Bent_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Bent_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|1895.0|0|1895.0|0|31.0|0|0.0|100
0|2021-12-02|1897.0|0|1897.0|0|32.0|0|0.0|100
0|2021-12-03|1899.0|0|1898.0|0|32.0|0|0.0|100
0|2021-12-04|1899.0|0|1899.0|0|32.0|0|0.0|100
0|2021-12-05|1899.0|0|1899.0|0|32.0|0|0.0|100
0|2021-12-06|1903.0|0|1903.0|0|32.0|0|0.0|100
0|2021-12-07|1908.0|0|1908.0|0|32.0|0|0.0|100
0|2021-12-08|1914.0|0|1914.0|0|32.0|0|0.0|100
0|2021-12-09|1918.0|0|1918.0|0|33.0|0|0.0|100
0|2021-12-10|1922.0|0|1922.0|0|34.0|0|0.0|100
0|2021-12-11|1922.0|0|1922.0|0|34.0|0|0.0|100
0|2021-12-12|1922.0|0|1922.0|0|34.0|0|0.0|100
0|2021-12-13|1924.0|0|1924.0|0|34.0|0|0.0|100
0|2021-12-14|1924.0|0|1931.0|0|34.0|0|0.0|100
0|2021-12-15|1940.0|0|1940.0|0|35.0|0|0.0|100
0|2021-12-16|1941.0|0|1941.0|0|36.0|0|0.0|100
0|2021-12-17|1942.0|0|1942.0|0|37.0|0|0.0|100
0|2021-12-18|1942.0|0|1942.0|0|37.0|0|0.0|100
0|2021-12-19|1942.0|0|1942.0|0|37.0|0|0.0|100
0|2021-12-20|1942.0|0|1942.0|0|38.0|0|0.0|100
0|2021-12-21|1943.0|0|1943.0|0|39.0|0|0.0|100
0|2021-12-22|1946.0|0|1946.0|0|40.0|0|0.0|100
0|2021-12-23|1947.0|0|1947.0|0|40.0|0|0.0|100
0|2021-12-24|1947.0|0|1947.0|0|41.0|0|0.0|100
0|2021-12-25|1947.0|0|1947.0|0|41.0|0|0.0|100
0|2021-12-26|1947.0|0|1947.0|0|41.0|0|0.0|100
0|2021-12-27|1947.0|0|1947.0|0|41.0|0|0.0|100
0|2021-12-28|1948.0|0|1948.0|0|42.0|0|0.0|100
0|2021-12-29|1950.0|0|1950.0|0|42.0|0|0.0|100
0|2021-12-30|1954.0|0|1954.0|0|42.0|0|0.0|100
0|2021-12-31|1958.0|0|1958.0|0|42.0|0|0.0|100
0|2022-01-01|1958.0|0|1958.0|0|42.0|0|0.0|100
0|2022-01-02|1958.0|0|1958.0|0|42.0|0|0.0|100
0|2022-01-03|1961.0|0|1961.0|0|43.0|0|0.0|100
0|2022-01-04|1961.0|0|1961.0|0|44.0|0|0.0|100
0|2022-01-05|1963.0|0|1963.0|0|44.0|0|0.0|100
0|2022-01-06|1965.0|0|1965.0|0|44.0|0|0.0|100
0|2022-01-07|1969.0|0|1969.0|0|44.0|0|0.0|100
0|2022-01-08|1969.0|0|1969.0|0|44.0|0|0.0|100
0|2022-01-09|1969.0|0|1969.0|0|44.0|0|0.0|100
0|2022-01-10|1979.0|0|1979.0|0|44.0|0|0.0|100
0|2022-01-11|1980.0|0|1980.0|0|44.0|0|0.0|100
0|2022-01-12|1996.0|0|1996.0|0|44.0|0|0.0|100
0|2022-01-13|1996.0|0|2003.0|0|44.0|0|0.0|100
0|2022-01-14|2021.0|0|2012.0|0|45.0|0|0.0|100
0|2022-01-15|2021.0|0|2021.0|0|45.0|0|0.0|100
0|2022-01-16|2021.0|0|2021.0|0|45.0|0|0.0|100
0|2022-01-17|2044.0|0|0.0|100|45.0|0|0.0|100
