|dates|WhitePine_Nevada_UnitedStates.JHU_ConfirmedCases.data|WhitePine_Nevada_UnitedStates.JHU_ConfirmedCases.missing|WhitePine_Nevada_UnitedStates.NYT_ConfirmedCases.data|WhitePine_Nevada_UnitedStates.NYT_ConfirmedCases.missing|WhitePine_Nevada_UnitedStates.JHU_ConfirmedDeaths.data|WhitePine_Nevada_UnitedStates.JHU_ConfirmedDeaths.missing|WhitePine_Nevada_UnitedStates.JHU_ConfirmedRecoveries.data|WhitePine_Nevada_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-23|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-24|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-25|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-26|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-27|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-28|1282.0|0|1417.0|0|13.0|0|0.0|100
0|2021-11-29|1291.0|0|1427.0|0|14.0|0|0.0|100
0|2021-11-30|1297.0|0|1432.0|0|16.0|0|0.0|100
0|2021-12-01|1298.0|0|1433.0|0|16.0|0|0.0|100
0|2021-12-02|1298.0|0|1433.0|0|16.0|0|0.0|100
0|2021-12-03|1304.0|0|1439.0|0|16.0|0|0.0|100
0|2021-12-04|1304.0|0|1439.0|0|16.0|0|0.0|100
0|2021-12-05|1304.0|0|1439.0|0|16.0|0|0.0|100
0|2021-12-06|1304.0|0|1439.0|0|17.0|0|0.0|100
0|2021-12-07|1306.0|0|1441.0|0|17.0|0|0.0|100
0|2021-12-08|1306.0|0|1441.0|0|18.0|0|0.0|100
0|2021-12-09|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-10|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-11|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-12|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-13|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-14|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-15|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-16|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-17|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-18|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-19|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-20|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-21|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-22|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-23|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-24|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-25|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-26|1308.0|0|1443.0|0|18.0|0|0.0|100
0|2021-12-27|1309.0|0|1444.0|0|18.0|0|0.0|100
0|2021-12-28|1309.0|0|1444.0|0|18.0|0|0.0|100
0|2021-12-29|1309.0|0|1444.0|0|19.0|0|0.0|100
0|2021-12-30|1345.0|0|1480.0|0|18.0|0|0.0|100
0|2021-12-31|1345.0|0|1480.0|0|18.0|0|0.0|100
0|2022-01-01|1345.0|0|1480.0|0|18.0|0|0.0|100
0|2022-01-02|1345.0|0|1480.0|0|18.0|0|0.0|100
0|2022-01-03|1345.0|0|1480.0|0|18.0|0|0.0|100
0|2022-01-04|1357.0|0|1492.0|0|18.0|0|0.0|100
0|2022-01-05|1357.0|0|1492.0|0|18.0|0|0.0|100
0|2022-01-06|1357.0|0|1492.0|0|18.0|0|0.0|100
0|2022-01-07|1365.0|0|1500.0|0|18.0|0|0.0|100
0|2022-01-08|1365.0|0|1500.0|0|18.0|0|0.0|100
0|2022-01-09|1365.0|0|1500.0|0|18.0|0|0.0|100
0|2022-01-10|1365.0|0|1500.0|0|18.0|0|0.0|100
0|2022-01-11|1365.0|0|1500.0|0|18.0|0|0.0|100
0|2022-01-12|1376.0|0|1511.0|0|18.0|0|0.0|100
0|2022-01-13|1376.0|0|1511.0|0|18.0|0|0.0|100
0|2022-01-14|1376.0|0|1511.0|0|18.0|0|0.0|100
0|2022-01-15|1376.0|0|1511.0|0|18.0|0|0.0|100
0|2022-01-16|1376.0|0|1511.0|0|18.0|0|0.0|100
0|2022-01-17|1376.0|0|0.0|100|18.0|0|0.0|100
