|dates|Kimball_Nebraska_UnitedStates.JHU_ConfirmedCases.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedCases.missing|Kimball_Nebraska_UnitedStates.NYT_ConfirmedCases.data|Kimball_Nebraska_UnitedStates.NYT_ConfirmedCases.missing|Kimball_Nebraska_UnitedStates.JHU_ConfirmedDeaths.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedDeaths.missing|Kimball_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.data|Kimball_Nebraska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-27|611.0|0|611.0|0|1.0|0|0.0|100
0|2021-12-28|614.0|0|614.0|0|1.0|0|0.0|100
0|2021-12-29|617.0|0|617.0|0|1.0|0|0.0|100
0|2021-12-30|617.0|0|617.0|0|1.0|0|0.0|100
0|2021-12-31|617.0|0|617.0|0|1.0|0|0.0|100
0|2022-01-01|617.0|0|617.0|0|1.0|0|0.0|100
0|2022-01-02|617.0|0|617.0|0|1.0|0|0.0|100
0|2022-01-03|618.0|0|618.0|0|1.0|0|0.0|100
0|2022-01-04|621.0|0|621.0|0|1.0|0|0.0|100
0|2022-01-05|622.0|0|622.0|0|1.0|0|0.0|100
0|2022-01-06|625.0|0|625.0|0|1.0|0|0.0|100
0|2022-01-07|625.0|0|625.0|0|1.0|0|0.0|100
0|2022-01-08|625.0|0|625.0|0|1.0|0|0.0|100
0|2022-01-09|625.0|0|625.0|0|1.0|0|0.0|100
0|2022-01-10|632.0|0|632.0|0|1.0|0|0.0|100
0|2022-01-11|636.0|0|636.0|0|1.0|0|0.0|100
0|2022-01-12|640.0|0|640.0|0|1.0|0|0.0|100
0|2022-01-13|640.0|0|641.0|0|1.0|0|0.0|100
0|2022-01-14|650.0|0|650.0|0|1.0|0|0.0|100
0|2022-01-15|650.0|0|650.0|0|1.0|0|0.0|100
0|2022-01-16|650.0|0|650.0|0|1.0|0|0.0|100
0|2022-01-17|652.0|0|0.0|100|1.0|0|0.0|100
